occupation,salary,level,vacation,happiness
HR Manager,504271,Senior,True,4
QA Engineer,479022,Junior,False,2
BI Analyst,662008,Junior,False,1
HR Manager,289685,Junior,False,1
QA Engineer,108915,Intermediate,False,1
QA Engineer,119687,Junior,False,2
HR Manager,315714,Junior,False,2
QA Engineer,356109,Intermediate,False,2
HR Manager,680333,Senior,True,3
Software Engineer,425285,Senior,False,2
Software Engineer,131438,Intermediate,True,2
HR Manager,571715,Intermediate,False,2
QA Engineer,206652,Intermediate,False,1
HR Manager,109301,Intermediate,False,1
BI Analyst,229340,Senior,True,1
Mobile Developer,673423,Senior,False,2
HR Manager,561273,Intermediate,False,1
QA Engineer,336844,Senior,False,2
HR Manager,239096,Intermediate,False,1
AI Engineer,334158,Intermediate,True,1
Mobile Developer,693337,Junior,True,1
AI Engineer,234130,Junior,False,2
Mobile Developer,668294,Intermediate,False,1
QA Engineer,262751,Junior,False,1
HR Manager,661840,Intermediate,False,1
AI Engineer,724090,Senior,True,5
HR Manager,221250,Intermediate,True,1
BI Analyst,716098,Intermediate,True,5
QA Engineer,441611,Intermediate,False,2
AI Engineer,201208,Senior,False,2
Mobile Developer,741507,Intermediate,False,2
Software Engineer,656594,Junior,False,1
AI Engineer,551470,Junior,True,1
BI Analyst,314739,Intermediate,True,1
HR Manager,177994,Intermediate,True,1
QA Engineer,306600,Intermediate,True,2
AI Engineer,146273,Junior,False,2
Mobile Developer,297120,Intermediate,True,1
Mobile Developer,414127,Junior,True,1
Software Engineer,622340,Junior,False,2
Mobile Developer,660469,Junior,True,1
BI Analyst,720261,Junior,False,2
QA Engineer,742857,Senior,True,5
Mobile Developer,287105,Senior,True,2
Software Engineer,338095,Intermediate,False,1
BI Analyst,744061,Senior,True,4
BI Analyst,278571,Intermediate,True,2
BI Analyst,298493,Junior,True,1
BI Analyst,122853,Junior,False,2
Software Engineer,105816,Intermediate,False,1
HR Manager,146811,Senior,True,2
AI Engineer,187740,Junior,False,2
Mobile Developer,580235,Senior,True,3
Software Engineer,257650,Intermediate,True,1
Mobile Developer,105665,Senior,True,1
QA Engineer,391482,Intermediate,False,2
Mobile Developer,329489,Junior,False,2
AI Engineer,672808,Junior,True,1
Mobile Developer,669490,Junior,True,1
Mobile Developer,588760,Senior,True,3
QA Engineer,480019,Junior,False,1
AI Engineer,259926,Senior,True,1
AI Engineer,394019,Senior,False,1
AI Engineer,623836,Senior,True,3
QA Engineer,132303,Senior,False,2
BI Analyst,437144,Intermediate,True,1
Software Engineer,584252,Junior,False,1
Software Engineer,433438,Junior,True,2
Software Engineer,568759,Intermediate,True,5
BI Analyst,482244,Intermediate,False,1
BI Analyst,269358,Intermediate,False,1
QA Engineer,392987,Intermediate,True,2
AI Engineer,295283,Intermediate,True,2
Mobile Developer,348330,Intermediate,True,1
QA Engineer,430081,Intermediate,False,2
Mobile Developer,621104,Senior,False,1
Mobile Developer,461914,Senior,True,4
Software Engineer,233801,Senior,True,1
AI Engineer,380548,Intermediate,True,2
BI Analyst,133038,Senior,False,2
Software Engineer,227788,Senior,False,2
HR Manager,567936,Intermediate,False,2
BI Analyst,733129,Junior,False,1
Software Engineer,596181,Junior,False,1
HR Manager,365138,Junior,False,2
Software Engineer,493273,Intermediate,False,1
QA Engineer,438404,Junior,True,1
Software Engineer,675795,Junior,False,1
HR Manager,150489,Junior,False,2
Software Engineer,134651,Intermediate,True,1
HR Manager,204586,Intermediate,True,1
AI Engineer,478017,Junior,False,1
HR Manager,702489,Senior,False,2
AI Engineer,147882,Senior,True,1
Mobile Developer,166793,Intermediate,False,2
Mobile Developer,357717,Junior,True,1
BI Analyst,140679,Intermediate,True,1
AI Engineer,562807,Intermediate,False,2
QA Engineer,559822,Junior,True,1
AI Engineer,432840,Senior,True,2
HR Manager,613869,Senior,True,5
Software Engineer,470976,Intermediate,False,1
AI Engineer,215253,Intermediate,False,1
Mobile Developer,519578,Junior,False,1
Software Engineer,152251,Junior,False,1
Software Engineer,108837,Intermediate,True,2
AI Engineer,565425,Junior,True,1
QA Engineer,256048,Intermediate,False,2
Mobile Developer,418365,Junior,False,1
Software Engineer,649675,Junior,False,2
QA Engineer,170267,Senior,False,1
Mobile Developer,279568,Senior,True,1
Software Engineer,587559,Senior,False,2
HR Manager,233246,Junior,False,2
HR Manager,209652,Senior,False,1
QA Engineer,160348,Intermediate,True,1
Software Engineer,105657,Intermediate,False,2
Software Engineer,549742,Intermediate,True,4
BI Analyst,545040,Senior,True,4
QA Engineer,694752,Junior,True,1
QA Engineer,613793,Senior,True,5
HR Manager,618726,Senior,False,2
HR Manager,212246,Senior,False,1
Software Engineer,604553,Junior,False,1
AI Engineer,502485,Intermediate,True,3
BI Analyst,681160,Junior,True,2
BI Analyst,328178,Senior,True,1
Mobile Developer,540005,Junior,False,1
QA Engineer,109109,Intermediate,True,1
AI Engineer,396787,Intermediate,False,1
Mobile Developer,318598,Junior,False,2
QA Engineer,375618,Junior,True,2
HR Manager,191830,Junior,True,1
AI Engineer,196774,Intermediate,True,1
AI Engineer,357356,Intermediate,True,2
Software Engineer,717994,Junior,True,2
HR Manager,560173,Junior,True,2
Software Engineer,741335,Senior,False,1
Software Engineer,627638,Senior,True,4
AI Engineer,640192,Senior,True,4
QA Engineer,389217,Senior,True,1
AI Engineer,285103,Intermediate,False,1
HR Manager,188817,Junior,False,2
QA Engineer,365780,Senior,True,1
HR Manager,115921,Intermediate,True,1
Software Engineer,488415,Junior,True,2
Software Engineer,333776,Intermediate,True,1
AI Engineer,482366,Junior,False,2
Software Engineer,745882,Intermediate,False,2
BI Analyst,554076,Junior,True,1
Mobile Developer,150118,Senior,True,1
BI Analyst,437729,Senior,True,2
QA Engineer,419565,Senior,True,2
AI Engineer,245742,Senior,False,2
Software Engineer,385771,Junior,True,1
HR Manager,173016,Senior,False,2
Software Engineer,246169,Intermediate,True,2
BI Analyst,615600,Junior,True,2
HR Manager,722194,Senior,False,2
BI Analyst,398720,Junior,True,2
Mobile Developer,494037,Junior,True,2
AI Engineer,743810,Intermediate,True,3
AI Engineer,177060,Senior,False,1
Mobile Developer,452175,Junior,False,2
QA Engineer,212436,Intermediate,True,1
HR Manager,545145,Senior,True,4
AI Engineer,227407,Junior,False,1
BI Analyst,610534,Senior,False,1
HR Manager,161187,Junior,True,2
Software Engineer,291082,Junior,False,1
Mobile Developer,447940,Intermediate,False,1
AI Engineer,747210,Junior,True,1
AI Engineer,504266,Intermediate,True,4
HR Manager,565507,Senior,False,1
AI Engineer,379164,Senior,True,2
AI Engineer,676267,Junior,False,1
AI Engineer,684418,Intermediate,True,3
HR Manager,594911,Intermediate,False,2
QA Engineer,483683,Senior,False,2
AI Engineer,188922,Senior,True,2
HR Manager,532131,Intermediate,True,4
AI Engineer,181259,Senior,True,2
Mobile Developer,420296,Junior,False,2
BI Analyst,127925,Intermediate,True,1
AI Engineer,358743,Senior,True,1
HR Manager,536243,Intermediate,False,2
Mobile Developer,474912,Junior,True,1
HR Manager,372356,Senior,True,1
QA Engineer,513600,Senior,False,2
HR Manager,227522,Junior,True,1
Mobile Developer,486608,Intermediate,False,1
BI Analyst,293406,Senior,True,2
QA Engineer,577982,Intermediate,False,1
QA Engineer,243917,Junior,False,2
QA Engineer,507892,Senior,True,4
HR Manager,396202,Senior,True,2
HR Manager,287619,Intermediate,False,2
Mobile Developer,286864,Intermediate,False,2
AI Engineer,588608,Intermediate,False,2
AI Engineer,470936,Junior,True,2
Software Engineer,331472,Senior,True,1
HR Manager,655570,Intermediate,True,3
HR Manager,539761,Intermediate,True,3
Software Engineer,737616,Senior,True,3
HR Manager,175287,Junior,False,1
QA Engineer,363061,Intermediate,False,2
BI Analyst,583944,Junior,False,2
BI Analyst,502548,Junior,True,2
BI Analyst,145859,Junior,False,1
Mobile Developer,374388,Junior,True,2
Software Engineer,119599,Junior,False,2
BI Analyst,713355,Junior,True,1
Software Engineer,376644,Junior,True,1
Software Engineer,629508,Junior,False,1
BI Analyst,146193,Intermediate,False,1
AI Engineer,637267,Intermediate,False,1
AI Engineer,363287,Junior,False,2
BI Analyst,217599,Senior,True,2
Software Engineer,707326,Junior,True,1
Software Engineer,624452,Junior,False,1
HR Manager,658709,Senior,False,1
BI Analyst,477780,Junior,True,2
QA Engineer,216783,Intermediate,True,2
HR Manager,712037,Senior,True,3
Mobile Developer,201077,Intermediate,False,2
BI Analyst,371982,Senior,False,2
HR Manager,244604,Intermediate,False,2
HR Manager,624230,Junior,False,2
Mobile Developer,630436,Intermediate,False,1
QA Engineer,415251,Intermediate,False,2
Mobile Developer,689734,Intermediate,True,4
AI Engineer,258267,Intermediate,True,2
BI Analyst,445323,Junior,False,2
QA Engineer,584572,Senior,False,2
BI Analyst,187142,Junior,False,2
HR Manager,115883,Junior,False,1
Mobile Developer,662000,Intermediate,True,3
HR Manager,426311,Senior,True,2
BI Analyst,362029,Junior,True,2
QA Engineer,264574,Senior,False,2
Mobile Developer,428037,Senior,True,2
BI Analyst,542833,Senior,True,3
HR Manager,161647,Intermediate,False,1
HR Manager,575039,Intermediate,True,3
BI Analyst,577237,Senior,True,4
BI Analyst,194674,Intermediate,False,2
HR Manager,310425,Intermediate,False,1
Software Engineer,392539,Senior,True,2
QA Engineer,313765,Senior,False,2
Software Engineer,285907,Intermediate,True,1
AI Engineer,162056,Senior,False,1
HR Manager,156393,Junior,False,1
AI Engineer,620316,Intermediate,False,2
BI Analyst,120472,Junior,True,2
Mobile Developer,723621,Junior,False,1
BI Analyst,707878,Junior,True,2
AI Engineer,158273,Senior,True,1
AI Engineer,176611,Intermediate,True,1
BI Analyst,665390,Senior,True,5
Software Engineer,584278,Senior,False,2
Software Engineer,252510,Intermediate,False,1
BI Analyst,206972,Senior,True,2
Software Engineer,577704,Senior,True,3
Mobile Developer,334159,Intermediate,False,1
Mobile Developer,191002,Senior,True,1
Software Engineer,560981,Intermediate,False,2
BI Analyst,117682,Intermediate,True,2
QA Engineer,430454,Junior,True,1
QA Engineer,702596,Intermediate,False,1
BI Analyst,581606,Intermediate,False,1
AI Engineer,536975,Senior,False,2
Software Engineer,255784,Senior,False,1
Mobile Developer,153385,Senior,True,1
Mobile Developer,134880,Senior,True,2
Mobile Developer,457568,Junior,True,1
QA Engineer,666693,Senior,False,2
HR Manager,392391,Senior,True,1
AI Engineer,724456,Junior,True,1
Mobile Developer,207471,Intermediate,False,1
Software Engineer,645780,Intermediate,True,4
Software Engineer,567809,Intermediate,True,4
HR Manager,517787,Senior,False,2
BI Analyst,395882,Senior,False,2
AI Engineer,715134,Senior,True,3
Mobile Developer,283243,Intermediate,False,1
QA Engineer,451918,Senior,False,2
AI Engineer,218880,Junior,False,2
Mobile Developer,730980,Intermediate,False,2
HR Manager,556252,Junior,True,1
HR Manager,144630,Senior,False,2
BI Analyst,515644,Senior,False,1
AI Engineer,183338,Senior,True,2
Software Engineer,305992,Senior,True,1
Software Engineer,117227,Junior,False,2
Software Engineer,426821,Junior,False,2
Software Engineer,254031,Intermediate,True,2
Software Engineer,645147,Junior,False,1
HR Manager,652546,Junior,False,1
QA Engineer,576232,Intermediate,True,5
BI Analyst,692329,Junior,False,1
Software Engineer,570932,Senior,False,2
BI Analyst,561899,Senior,False,2
Mobile Developer,711057,Junior,False,2
QA Engineer,514211,Senior,True,4
BI Analyst,274887,Junior,True,1
BI Analyst,449314,Junior,False,1
AI Engineer,138923,Intermediate,True,2
Mobile Developer,210260,Junior,True,2
Software Engineer,293745,Intermediate,False,1
BI Analyst,382630,Intermediate,True,2
HR Manager,100337,Junior,False,2
Software Engineer,139307,Senior,False,1
HR Manager,195884,Junior,True,1
HR Manager,197823,Intermediate,False,1
BI Analyst,305897,Intermediate,True,1
Mobile Developer,102866,Intermediate,True,1
Mobile Developer,402969,Senior,False,2
Software Engineer,716816,Senior,False,1
Mobile Developer,575092,Intermediate,False,2
BI Analyst,617998,Junior,False,1
Software Engineer,157646,Senior,True,1
BI Analyst,458455,Intermediate,True,3
QA Engineer,481748,Junior,True,2
Software Engineer,380803,Senior,True,1
AI Engineer,702176,Senior,False,1
Mobile Developer,576795,Senior,False,1
HR Manager,260235,Junior,True,1
BI Analyst,530667,Intermediate,True,4
QA Engineer,654755,Junior,False,1
BI Analyst,585694,Junior,True,2
AI Engineer,279560,Intermediate,True,1
Software Engineer,651846,Junior,False,1
Mobile Developer,137597,Intermediate,False,2
Mobile Developer,538763,Intermediate,False,1
HR Manager,376555,Senior,True,2
AI Engineer,625044,Intermediate,False,2
Software Engineer,232997,Senior,False,2
QA Engineer,262268,Junior,False,2
Mobile Developer,309795,Intermediate,True,1
Mobile Developer,680289,Senior,False,1
Software Engineer,457129,Senior,True,3
BI Analyst,631727,Senior,True,4
Software Engineer,263180,Intermediate,True,1
HR Manager,557658,Intermediate,True,3
Mobile Developer,628382,Junior,False,1
QA Engineer,310703,Junior,False,2
HR Manager,462047,Junior,False,2
HR Manager,123342,Intermediate,False,2
Software Engineer,514338,Intermediate,False,2
AI Engineer,383506,Intermediate,True,2
QA Engineer,527994,Senior,True,5
BI Analyst,352566,Junior,True,1
Mobile Developer,530748,Intermediate,True,4
Software Engineer,393997,Junior,False,1
Mobile Developer,367692,Senior,True,2
HR Manager,356288,Senior,False,2
BI Analyst,606843,Intermediate,True,5
BI Analyst,735756,Junior,True,2
AI Engineer,231533,Intermediate,True,2
QA Engineer,110587,Senior,True,1
AI Engineer,535368,Senior,False,2
QA Engineer,431599,Junior,False,1
BI Analyst,148257,Senior,True,1
HR Manager,151993,Intermediate,True,2
Software Engineer,579526,Intermediate,False,2
HR Manager,396500,Intermediate,True,1
HR Manager,565976,Intermediate,True,5
Software Engineer,593583,Junior,False,1
AI Engineer,383425,Senior,False,1
AI Engineer,677272,Senior,False,1
Mobile Developer,381813,Senior,False,1
HR Manager,427777,Senior,True,1
AI Engineer,132217,Junior,False,2
Mobile Developer,658929,Junior,True,2
Software Engineer,691423,Junior,False,2
HR Manager,366775,Junior,True,1
BI Analyst,283637,Intermediate,True,1
HR Manager,135598,Senior,True,1
Software Engineer,190589,Senior,False,1
HR Manager,271927,Senior,True,2
Mobile Developer,265284,Intermediate,False,2
Software Engineer,599289,Intermediate,True,5
AI Engineer,354300,Intermediate,True,2
HR Manager,431541,Junior,False,2
Mobile Developer,600805,Junior,False,1
AI Engineer,520950,Intermediate,False,2
HR Manager,449912,Intermediate,True,2
BI Analyst,475414,Senior,True,4
HR Manager,512269,Senior,False,1
Software Engineer,281616,Junior,False,2
Mobile Developer,103367,Intermediate,False,1
Mobile Developer,395704,Senior,False,1
Software Engineer,363426,Junior,False,2
Mobile Developer,144943,Intermediate,True,2
QA Engineer,285147,Junior,True,2
QA Engineer,431369,Senior,False,2
QA Engineer,249047,Junior,False,2
HR Manager,521765,Senior,True,4
Mobile Developer,471996,Senior,True,3
HR Manager,119089,Junior,False,2
QA Engineer,141191,Intermediate,False,2
QA Engineer,358757,Intermediate,True,1
QA Engineer,421642,Senior,False,2
QA Engineer,441273,Junior,True,1
HR Manager,448677,Senior,False,1
QA Engineer,109219,Senior,True,2
Software Engineer,243701,Senior,False,1
HR Manager,125631,Senior,False,1
Mobile Developer,567317,Intermediate,False,1
BI Analyst,729791,Junior,False,2
QA Engineer,409480,Junior,False,2
BI Analyst,623798,Junior,True,1
HR Manager,651306,Senior,False,1
HR Manager,335880,Intermediate,True,2
HR Manager,433481,Senior,True,2
QA Engineer,262327,Senior,False,1
AI Engineer,378472,Intermediate,False,2
BI Analyst,697277,Intermediate,True,3
Software Engineer,480517,Senior,False,2
HR Manager,605087,Junior,True,1
HR Manager,489314,Junior,False,2
HR Manager,672884,Junior,False,2
AI Engineer,118686,Intermediate,True,2
Software Engineer,195145,Intermediate,True,2
BI Analyst,725957,Senior,True,3
Software Engineer,135027,Senior,False,1
BI Analyst,235999,Senior,False,1
Mobile Developer,679793,Junior,True,1
BI Analyst,419522,Senior,False,2
Mobile Developer,451298,Junior,False,2
BI Analyst,418102,Junior,True,1
Mobile Developer,313737,Senior,True,1
HR Manager,442538,Intermediate,False,1
QA Engineer,146760,Senior,False,2
Mobile Developer,196869,Senior,True,1
AI Engineer,651112,Intermediate,False,2
HR Manager,189530,Senior,True,1
HR Manager,269292,Intermediate,True,1
HR Manager,141755,Senior,False,1
AI Engineer,131379,Senior,False,2
BI Analyst,273392,Junior,True,2
BI Analyst,222873,Intermediate,False,2
QA Engineer,565059,Intermediate,False,1
Mobile Developer,517079,Junior,True,1
BI Analyst,108517,Intermediate,True,1
AI Engineer,229644,Junior,False,1
HR Manager,166135,Intermediate,False,2
Software Engineer,648089,Senior,False,1
AI Engineer,658291,Intermediate,True,4
AI Engineer,266840,Junior,False,2
BI Analyst,416118,Senior,True,2
Software Engineer,688743,Junior,True,1
QA Engineer,553260,Senior,False,1
Software Engineer,373365,Junior,True,1
BI Analyst,322513,Junior,False,1
Software Engineer,518591,Junior,True,1
BI Analyst,134071,Intermediate,True,1
Mobile Developer,302460,Junior,True,1
Mobile Developer,585483,Junior,True,2
AI Engineer,479084,Intermediate,False,1
AI Engineer,544386,Intermediate,False,1
BI Analyst,707516,Intermediate,False,2
BI Analyst,372918,Junior,False,2
QA Engineer,363148,Junior,False,1
Software Engineer,109195,Senior,True,2
AI Engineer,432750,Senior,False,2
QA Engineer,583923,Senior,True,4
Mobile Developer,713480,Senior,False,2
